VFG_ID,n_internal,n_external,Mean_internal,Mean_external,SD_internal,SD_external,Delta_mean,log2FC,Cohen_d,Hedges_g,Median_log2_ratio,Cliffs_delta,p_value,q_value
VFG000115,8513,8560,0.1834928227416892,0.13443834112149533,0.20029061924102365,0.12849063632747598,-0.04905448162019388,-0.4487789589816356,-0.29169867025275814,-0.2916858545297999,0.15853407803166006,-0.9310272853722344,8.176647854892132e-80,1.7730415348502937e-79
VFG000116,8112,4268,0.008221437376725836,0.3256292877225867,0.05750524364552873,0.15161311145723902,0.3174078503458609,5.307694297143821,3.1597464861171085,3.1595550288761247,24.9885855780269,-0.9222423096332691,0.0,0.0
VFG000120,8397,8676,0.02035191139692747,0.02922013600737667,0.07850186151179667,0.09762096669266453,0.008868224610449199,0.5217983832481984,0.0999417274237782,0.09993733650389666,0.0,-0.1792114881310934,5.866833978127521e-11,8.13850370029811e-11
VFG000122,8514,8509,0.0031126967347897576,0.0030919261957926903,0.032574617587463016,0.03274543712463622,-2.077053899706728e-05,-0.009659110404230939,-0.0006359603959824187,-0.0006359323731105132,0.0,-0.028670606007324722,0.9669077312350242,0.9692606293120255
VFG000123,8152,8126,0.02281164131501472,0.022682672901796697,0.08746139160859794,0.08935936472492632,-0.00012896841321802244,-0.008179593868059248,-0.0014586884252139616,-0.0014586212076467889,0.0,-0.13177567395947584,0.9258647739945336,0.9388062387041295
VFG000124,8678,8738,0.025561039410002307,0.019950915541313802,0.11782705831437086,0.08377619238560652,-0.005610123868688505,-0.3574913914930009,-0.054908914865973865,-0.054906549971212575,0.0,-0.1744911574249446,0.00029663259337341845,0.00037373892498424586
VFG000125,7592,8507,0.11838024236037935,0.2706092276948395,0.16703140868353855,0.2005510108786582,0.15222898533446017,1.1927826515377975,0.8206409951117974,0.8206027587754977,24.33756099705166,-0.8755934182015604,0.0,0.0
VFG000126,8079,8740,0.08578600074266618,0.16214152173913043,0.1393678682018776,0.1186494470016721,0.07635552099646425,0.9184393677732634,0.591823442554472,0.5917970481808911,24.1277035287961,-0.7518729661299474,3.7525172208015644e-304,2.342480446924613e-303
VFG000127,8077,8736,0.07544714621765507,0.05319987408424908,0.1842229581294669,0.12103474316109998,-0.022247272133405986,-0.5040434208956223,-0.14385842679559382,-0.14385200865124592,0.0,-0.44833681572647155,5.118912890553364e-20,7.72524582750178e-20
VFG000128,8101,8733,0.06239854338970497,0.030649364479560286,0.11891715075445189,0.04563221570395045,-0.031749178910144685,-1.025654952528705,-0.35753667593446603,-0.3575207445840746,0.0,-0.5763840779595373,7.485397865652809e-110,2.171819662428843e-109
VFG000129,7067,8736,0.050331937172774864,0.03467652243589744,0.15407231959783738,0.06125519103477302,-0.015655414736877427,-0.5375147719283432,-0.13897564441936566,-0.13896904778735045,0.0,-0.38296118237217713,9.878301692044877e-16,1.4131459365008643e-15
VFG000130,7763,8738,0.0920338786551591,0.09159455252918289,0.19355005140826875,0.15665262195324975,-0.00043932612597620546,-0.00690323126395885,-0.0025106794803968725,-0.0025105653499560635,0.0,-0.50123391098746,0.8736677826104043,0.8976337317593182
VFG000131,8542,8729,0.03159442753453524,0.026988395005155232,0.1192607346843904,0.08521978881345277,-0.004606032529380005,-0.2273308650979171,-0.04451763054265631,-0.04451569709507574,0.0,-0.22644454058372399,0.003564044183374477,0.004256191894348651
VFG000133,8438,8496,0.04310436122303863,0.015830861581920902,0.1122213726723835,0.06474751575709231,-0.027273499641117728,-1.4450934942823561,-0.2979589630721954,-0.2979457648367912,0.0,-0.2722859500493017,2.487440054196302e-82,5.509862379616638e-82
VFG000139,8247,7438,0.08729299139080879,0.21607200860446357,0.15313002163501493,0.16151766903096423,0.12877901721365478,1.3075743575237377,0.8193961104432306,0.819356924262055,23.98032796841593,-0.8718800937432152,0.0,0.0
VFG000141,7714,8710,0.12132632875291677,0.28317154994259464,0.17688878748496464,0.20322736678398517,0.16184522118967787,1.2227835976976638,0.8459888091916256,0.8459501719205129,1.034314283748288,-0.7323655500443972,0.0,0.0
VFG000142,8269,7802,0.03310567178618939,0.12269248910535761,0.08083871483489742,0.09987254013888554,0.08958681731916823,1.8898963045344523,0.9890357116623256,0.9889895489686659,23.455130650832924,-0.8264346977585184,0.0,0.0
VFG000143,8066,8733,0.03851011653855691,0.047568899576319705,0.1289689882486523,0.11074322193243587,0.009058783037762794,0.30478109110914015,0.07559022289358247,0.07558684767711678,0.0,-0.27686589075373785,1.1525754060675438e-06,1.5318098945155743e-06
VFG000144,8523,8575,0.0737935116742931,0.10016080466472305,0.11902796046850563,0.09075320201412272,0.026367292990429947,0.4407521287804073,0.24922674509524162,0.2492158113802059,22.8745523551179,-0.8931476994679804,4.029610781809278e-59,7.905712581454393e-59
VFG000145,8021,8700,0.09899638449071188,0.10939286206896551,0.1708816235912768,0.05754130407394128,0.010396477578253627,0.14407084918997556,0.08289364125738759,0.08288992266413492,23.072347388677827,-0.6845457971674928,2.2085654455642353e-07,2.9543148167937174e-07
VFG000146,8047,8737,0.012179259351311048,0.08965324482087672,0.056954771674141653,0.017134661957480517,0.07747398546956567,2.8799283735671395,1.8745755793892904,1.8744918019712893,23.159617771178215,-0.9715378514964995,0.0,0.0
VFG000148,6889,8359,0.2936438815502976,0.1418105275750688,0.3466556003866295,0.1496434690084763,-0.1518333539752288,-1.050102887358075,-0.588484254777765,-0.5884553048611598,-0.5870756783090613,-0.8297372876559792,1.7571243206300214e-236,9.652469601327584e-236
VFG000155,8552,8636,0.0974293966323667,0.029385456229735988,0.18324388825629886,0.04921827162861355,-0.06804394040263072,-1.729254491186176,-0.5082402767634197,-0.5082180967475592,0.0,-0.6210837760743094,8.892107579960413e-229,4.696856824286782e-228
